2613,69875
3654,35609
4052,95492
4952,54076
5221,83158
5593,57350
6944,80278
7001,82590
8974,77664
9891,43316
11519,43356
11692,9752
13961,52617
14269,74356
14839,28664
18055,49200
18542,609
20531,86956
20693,45477
22699,98599
23382,58119
23835,22601
24199,52218
25429,44075
25809,7510
25847,89199
26209,23691
28489,37024
29288,95286
29413,3492
30363,11498
31609,89015
34155,12492
35749,9477
36033,93059
36649,5984
36725,52953
39801,92700
40267,59444
44001,30358
45838,50691
46963,345
47283,80072
47430,67766
47544,23962
48540,48049
49067,55203
49279,35511
49773,41084
50920,65380
52155,79882
53705,34001
56564,64772
56593,51061
56674,49614
61296,98430
62320,79614
62893,48802
63567,95122
65895,54984
65908,35809
66215,19355
66426,45796
66642,92614
66894,75917
67026,89966
67197,87699
69546,29417
71601,29419
73035,42144
74514,40877
76705,32126
76737,26120
77848,34525
78583,37762
78599,62477
79685,23633
80055,27297
81238,85107
81341,42576
83077,50042
83472,16331
84080,47301
84613,6360
84998,9133
86259,59117
86405,43864
91059,49217
91683,36670
92011,75161
93183,42750
93965,691
94377,45941
94704,87325
97177,45832
97773,56830
97875,18115
98035,99956
98340,30966
98578,98137
