561,80047
646,44568
1543,32685
1785,99845
4729,20624
5787,38770
6455,25133
7004,63590
7475,74235
7862,23382
7888,40795
8757,29228
10330,10048
12131,59126
12381,89828
12689,50138
12898,52929
13183,17685
14152,45864
14651,17531
15204,3912
15615,67133
15967,30946
17429,11222
17839,9585
17874,96356
18262,14125
18567,96083
18634,17719
20366,47472
20429,50200
20658,313
22672,65737
22986,43994
24963,29536
25066,86032
26419,65939
26462,29038
26793,7301
26879,23858
27921,20199
28061,36338
28425,20952
28591,97388
28787,82660
30019,74720
30464,18293
30544,94637
31646,90973
32416,85657
33478,54128
33910,15172
34372,96826
34522,97812
34577,91549
34846,96097
35679,99336
36871,34943
37192,58951
37401,91332
37618,6054
38089,67711
38448,4205
39909,20338
40236,14542
40909,73065
40915,91808
41706,48782
42972,58725
43180,91809
43526,49225
45359,83197
46681,69088
47360,47131
47377,77310
47544,41484
48673,17870
49269,16792
49494,62187
50555,26823
51788,91955
52907,48801
54517,23224
54884,2648
56729,60667
58010,48103
58502,68191
58734,45906
60496,46556
61372,3541
61451,73860
62034,54679
62073,30778
63708,96200
64126,97470
64242,20040
64706,30296
65338,88838
65598,17980
66411,9396
66890,14619
67145,99667
67250,18045
67753,62781
67803,47379
70144,36976
71488,91995
72774,99801
73692,69644
74135,65644
74503,52723
75303,77673
75658,69281
75717,97126
76519,16828
76627,80845
78031,66143
78919,15564
79315,47403
80474,43330
80931,31795
81662,99768
81931,19873
82531,90352
83417,78726
84680,63925
86001,71825
86566,45537
87444,88755
87633,43497
87996,3575
88006,6808
88405,70922
88810,88935
90204,26253
91716,78044
91753,63676
91949,68406
92253,36921
93027,24237
93677,70764
94472,36425
95142,25993
95469,48303
97667,9068
97704,32548
99040,17350
99102,36340
99361,74497
99396,17662
