18,46816
27,45299
47,19640
96,72164
810,51528
888,27267
916,6769
945,21080
961,39508
1002,16632
1047,60792
1078,72702
1349,97465
1357,6385
1481,32862
1688,58770
1732,83057
1751,2453
1789,1186
1831,12223
1872,6519
1995,45242
2071,39822
2166,74254
2262,48775
2604,77960
2622,67777
2675,76070
2748,446
2909,21110
3024,40486
3337,7034
3395,4044
3437,38800
3451,89142
3476,49410
3515,33067
3844,7162
3918,40048
3927,36694
3967,38117
3999,76313
4000,35174
4082,26126
4187,81951
4214,40931
4348,67923
4390,67708
4527,31266
4548,9571
4594,33011
4668,16702
4831,13565
4875,26377
5171,30859
5225,44799
5294,88752
5447,35718
5458,37792
5463,92680
5475,10633
5596,76511
5760,33277
5935,18438
6050,7490
6281,38503
6490,97784
6543,65166
6699,92456
6797,70442
7152,39087
7182,11567
7443,78847
7614,50054
7616,84613
7700,88148
7738,29611
7764,18994
7836,23877
7883,861
7942,76838
7953,24284
8131,23659
8310,23325
8412,47456
8428,73448
8516,88816
8565,69923
8614,54995
8706,59109
8769,3242
9273,81823
9294,2321
9372,41454
9389,80240
9492,61757
9519,15343
9650,58907
9687,40690
9862,6600
10000,63420
10370,9229
10499,43339
10522,38753
10548,91425
10582,23757
10679,67264
10891,36757
10965,22732
11162,42941
11227,33454
11464,39729
11572,74252
11641,73643
11824,14581
11841,72095
12201,64426
12238,54311
12246,16927
12354,7249
12478,68179
12506,45743
12682,19118
12698,85341
12884,47732
13151,6074
13170,7440
13266,39272
13268,90500
13700,76191
13834,62153
13916,3187
13990,4811
14014,59922
14032,99793
14107,52951
14325,27120
14363,69571
14510,16274
14591,16156
14843,58584
14896,99293
14938,2373
14975,69838
15032,76862
15090,81178
15201,38319
15367,25045
15455,54857
15541,82713
15574,59857
15828,90997
15855,77172
15883,5477
15978,13886
15985,723
16112,42214
16175,64571
16232,19605
16303,9361
16382,92123
16457,85507
16562,36000
16601,43569
16650,40681
16696,20849
17132,75968
17499,95106
17676,60671
17767,85530
17817,65288
18161,43693
18535,11786
18844,4894
18951,56648
18969,75096
19158,21419
19269,15282
19380,18288
19418,56838
19458,22736
19574,37147
19616,43787
19683,83304
19691,85396
19760,34530
19832,25178
19857,15881
19868,96854
20045,67880
20095,48509
20224,68858
20263,69055
20434,28208
20601,98539
20657,50220
20776,72318
20907,57331
20912,93954
20935,36856
21017,17595
21362,70775
21367,73943
21383,613
21549,53779
21829,67018
22027,32307
22161,35508
22207,25993
22282,82376
22425,38269
22866,5037
22923,19296
23032,73053
23336,27955
23359,47437
23441,45959
23530,74268
23597,17781
23945,37889
24452,2794
24484,40272
24630,98636
24702,39527
24740,71467
24841,43466
24862,48232
25006,26043
25038,41652
25169,30449
25172,7702
25232,24091
25289,85894
25494,90078
25550,52892
25838,43170
25847,16350
25848,17761
25867,43279
26081,51044
26136,49819
26314,25520
26590,76680
26718,71611
27143,90129
27185,68490
27277,72119
27426,39664
27523,20450
27620,13922
27916,87341
27942,9287
28056,5600
28103,39902
28120,11177
28240,64307
28317,22209
28321,84716
28439,26688
28562,47854
28566,16626
28599,65927
28802,30391
28910,87469
29015,95948
